customer_key,customer_id,account_number,person_id,full_name,first_name,last_name,email_promotion,territory_id
2693,12991,AW00012991,18395.0,Jésus Serrano,Jésus,Serrano,0.0,9
2694,12992,AW00012992,6495.0,Ernest Zeng,Ernest,Zeng,0.0,9
2695,12993,AW00012993,13397.0,Xavier Henderson,Xavier,Henderson,0.0,9
2696,12994,AW00012994,11605.0,Anna Martinez,Anna,Martinez,0.0,9
2697,12995,AW00012995,9302.0,Grant Nara,Grant,Nara,0.0,9
2698,12996,AW00012996,12904.0,Jaclyn Liu,Jaclyn,Liu,0.0,9
2699,12997,AW00012997,4423.0,Nina Xie,Nina,Xie,0.0,9
2700,12998,AW00012998,3408.0,Mayra Mehta,Mayra,Mehta,0.0,9
2701,12999,AW00012999,16584.0,Nichole Shen,Nichole,Shen,1.0,9
2702,13000,AW00013000,12877.0,Rafael Raje,Rafael,Raje,2.0,9
2703,13001,AW00013001,17661.0,Clarence Zhang,Clarence,Zhang,0.0,9
2704,13002,AW00013002,13269.0,Roger Cai,Roger,Cai,0.0,9
2705,13003,AW00013003,15082.0,Jill Hernandez,Jill,Hernandez,2.0,9
2706,13004,AW00013004,18139.0,Randy Chen,Randy,Chen,1.0,9
2707,13005,AW00013005,13842.0,Desiree Alvarez,Desiree,Alvarez,1.0,9
2708,13006,AW00013006,18902.0,Whitney Rana,Whitney,Rana,2.0,9
2709,13007,AW00013007,8648.0,Brooke Ward,Brooke,Ward,0.0,9
2710,13008,AW00013008,6618.0,Alberto Muñoz,Alberto,Muñoz,0.0,9
2711,13009,AW00013009,4531.0,Mindy She,Mindy,She,1.0,9
2712,13010,AW00013010,2481.0,Erica Ye,Erica,Ye,0.0,9
2713,13011,AW00013011,14394.0,Anne Ortega,Anne,Ortega,1.0,9
2714,13012,AW00013012,17384.0,Krystal Hu,Krystal,Hu,1.0,9
2715,13013,AW00013013,17951.0,Vincent Ye,Vincent,Ye,0.0,9
2716,13014,AW00013014,17639.0,James Clark,James,Clark,1.0,1
2717,13015,AW00013015,9794.0,Rebecca Parker,Rebecca,Parker,2.0,1
2718,13016,AW00013016,13218.0,Antonio Bryant,Antonio,Bryant,1.0,1
2719,13017,AW00013017,13433.0,Xavier Alexander,Xavier,Alexander,0.0,4
2720,13018,AW00013018,9324.0,Brendan Xie,Brendan,Xie,0.0,9
2721,13019,AW00013019,20014.0,Destiny Murphy,Destiny,Murphy,0.0,4
2722,13020,AW00013020,1724.0,Madalena Sanchez,Madalena,Sanchez,0.0,9
2723,13021,AW00013021,15133.0,Kendra Diaz,Kendra,Diaz,0.0,9
2724,13022,AW00013022,12821.0,Rafael Ma,Rafael,Ma,0.0,9
2725,13023,AW00013023,7491.0,Dominique Raman,Dominique,Raman,1.0,9
2726,13024,AW00013024,15689.0,Marc Moreno,Marc,Moreno,2.0,9
2727,13025,AW00013025,6588.0,Reginald Serrano,Reginald,Serrano,2.0,9
2728,13026,AW00013026,12291.0,Colleen Zheng,Colleen,Zheng,0.0,9
2729,13027,AW00013027,13516.0,Jeremy Patterson,Jeremy,Patterson,0.0,6
2730,13028,AW00013028,4475.0,Dalton Thompson,Dalton,Thompson,1.0,1
2731,13029,AW00013029,20533.0,Jennifer Foster,Jennifer,Foster,0.0,1
2732,13030,AW00013030,10641.0,Sophia Lopez,Sophia,Lopez,1.0,4
2733,13031,AW00013031,6082.0,Hunter Shan,Hunter,Shan,0.0,4
2734,13032,AW00013032,16204.0,Kevin Baker,Kevin,Baker,0.0,4
2735,13033,AW00013033,4432.0,Xavier Gonzalez,Xavier,Gonzalez,2.0,4
2736,13034,AW00013034,16505.0,Kelsey Yuan,Kelsey,Yuan,1.0,9
2737,13035,AW00013035,14333.0,Kristy Torres,Kristy,Torres,2.0,9
2738,13036,AW00013036,7612.0,Virginia Subram,Virginia,Subram,1.0,9
2739,13037,AW00013037,4266.0,Terrence Pal,Terrence,Pal,0.0,9
2740,13038,AW00013038,12546.0,Wilson Pais,Wilson,Pais,0.0,9
2741,13039,AW00013039,4752.0,Trisha Ma,Trisha,Ma,0.0,4
2742,13040,AW00013040,11135.0,Roy Gonzalez,Roy,Gonzalez,2.0,9
2743,13041,AW00013041,17632.0,Cameron Brown,Cameron,Brown,2.0,9
2744,13042,AW00013042,16655.0,Alison Pal,Alison,Pal,0.0,9
2745,13043,AW00013043,15360.0,Brenda Madan,Brenda,Madan,0.0,9
2746,13044,AW00013044,16341.0,Katrina Jai,Katrina,Jai,0.0,9
2747,13045,AW00013045,14355.0,Anne Gomez,Anne,Gomez,2.0,9
2748,13046,AW00013046,17717.0,Jonathan Rodriguez,Jonathan,Rodriguez,0.0,9
2749,13047,AW00013047,13694.0,Rodney Vazquez,Rodney,Vazquez,0.0,9
2750,13048,AW00013048,12786.0,Alexis Hayes,Alexis,Hayes,1.0,9
2751,13049,AW00013049,5906.0,Autumn Wang,Autumn,Wang,2.0,9
2752,13050,AW00013050,17931.0,Dennis Zeng,Dennis,Zeng,0.0,9
2753,13051,AW00013051,17834.0,Ethan Jones,Ethan,Jones,0.0,9
2754,13052,AW00013052,15323.0,Jared Morris,Jared,Morris,2.0,1
2755,13053,AW00013053,17955.0,Vincent Lu,Vincent,Lu,0.0,1
2756,13054,AW00013054,14908.0,Bryce Ward,Bryce,Ward,0.0,1
2757,13055,AW00013055,14485.0,Patrick Gray,Patrick,Gray,1.0,1
2758,13056,AW00013056,20668.0,Morgan Blue,Morgan,Blue,1.0,1
2759,13057,AW00013057,20078.0,Destiny Powell,Destiny,Powell,0.0,4
2760,13058,AW00013058,6403.0,Ramon Huang,Ramon,Huang,0.0,4
2761,13059,AW00013059,20488.0,Keith Deng,Keith,Deng,0.0,4
2762,13060,AW00013060,5476.0,Eugene Zhu,Eugene,Zhu,1.0,4
2763,13061,AW00013061,17922.0,Ethan Anderson,Ethan,Anderson,2.0,4
2764,13062,AW00013062,5002.0,Eduardo Williams,Eduardo,Williams,1.0,1
2765,13063,AW00013063,12078.0,Jessica Johnson,Jessica,Johnson,1.0,1
2766,13064,AW00013064,4522.0,Dalton Parker,Dalton,Parker,2.0,1
2767,13065,AW00013065,10382.0,Morgan Gonzalez,Morgan,Gonzalez,0.0,6
2768,13066,AW00013066,13243.0,Carson Perry,Carson,Perry,0.0,1
2769,13067,AW00013067,11776.0,Olivia Garcia,Olivia,Garcia,2.0,1
2770,13068,AW00013068,9027.0,Alexandria Morris,Alexandria,Morris,0.0,4
2771,13069,AW00013069,16774.0,Adam Green,Adam,Green,1.0,1
2772,13070,AW00013070,11884.0,Emma Clark,Emma,Clark,0.0,1
2773,13071,AW00013071,17453.0,Thomas Walker,Thomas,Walker,0.0,6
2774,13072,AW00013072,19487.0,Emma Rogers,Emma,Rogers,1.0,1
2775,13073,AW00013073,10619.0,Sydney Lopez,Sydney,Lopez,0.0,4
2776,13074,AW00013074,19656.0,Grace Hughes,Grace,Hughes,1.0,4
2777,13075,AW00013075,17283.0,Kelvin Lin,Kelvin,Lin,2.0,9
2778,13076,AW00013076,19060.0,Craig Munoz,Craig,Munoz,2.0,9
2779,13077,AW00013077,12564.0,Alejandro Goel,Alejandro,Goel,0.0,9
2780,13078,AW00013078,8417.0,Michele Chande,Michele,Chande,0.0,9
2781,13079,AW00013079,13217.0,Edwin Bhat,Edwin,Bhat,0.0,9
2782,13080,AW00013080,16252.0,Denise Mehta,Denise,Mehta,0.0,9
2783,13081,AW00013081,14202.0,Krista Ruiz,Krista,Ruiz,1.0,9
2784,13082,AW00013082,14425.0,Juan Peterson,Juan,Peterson,1.0,9
2785,13083,AW00013083,6877.0,Jordyn Butler,Jordyn,Butler,1.0,1
2786,13084,AW00013084,5442.0,Luis Hughes,Luis,Hughes,0.0,6
2787,13085,AW00013085,18596.0,Daniel Harris,Daniel,Harris,1.0,1
2788,13086,AW00013086,4197.0,Blake Nelson,Blake,Nelson,0.0,1
2789,13087,AW00013087,4059.0,Jeremy Collins,Jeremy,Collins,0.0,1
2790,13088,AW00013088,19147.0,Megan Powell,Megan,Powell,0.0,1
2791,13089,AW00013089,12690.0,Elizabeth Alexander,Elizabeth,Alexander,2.0,9
2792,13090,AW00013090,9101.0,Wayne Tang,Wayne,Tang,1.0,9
2793,13091,AW00013091,9771.0,Deanna Martin,Deanna,Martin,1.0,9
2794,13092,AW00013092,18420.0,William Walker,William,Walker,2.0,4
2795,13093,AW00013093,8371.0,Michelle James,Michelle,James,2.0,1
2796,13094,AW00013094,13229.0,Antonio Diaz,Antonio,Diaz,0.0,4
2797,13095,AW00013095,5165.0,Jordan Griffin,Jordan,Griffin,0.0,6
2798,13096,AW00013096,6431.0,Jonathan Chen,Jonathan,Chen,1.0,6
2799,13097,AW00013097,13465.0,Dalton Hughes,Dalton,Hughes,0.0,4
2800,13098,AW00013098,13576.0,Miguel Russell,Miguel,Russell,1.0,1
2801,13099,AW00013099,10330.0,Jay Romero,Jay,Romero,1.0,5
2802,13100,AW00013100,4044.0,Jeremy Perez,Jeremy,Perez,0.0,4
2803,13101,AW00013101,15235.0,Alex Sanchez,Alex,Sanchez,0.0,6
2804,13102,AW00013102,8103.0,Mariah Bryant,Mariah,Bryant,0.0,1
2805,13103,AW00013103,9365.0,Brendan Raji,Brendan,Raji,0.0,9
2806,13104,AW00013104,2603.0,Gregory Becker,Gregory,Becker,0.0,9
2807,13105,AW00013105,18884.0,Whitney Kovár,Whitney,Kovár,0.0,9
2808,13106,AW00013106,9684.0,Ebony Munoz,Ebony,Munoz,0.0,9
2809,13107,AW00013107,9897.0,Mary Nelson,Mary,Nelson,1.0,9
2810,13108,AW00013108,18238.0,Curtis Wang,Curtis,Wang,0.0,9
2811,13109,AW00013109,6188.0,Cheryl Navarro,Cheryl,Navarro,0.0,9
2812,13110,AW00013110,7931.0,Levi Mehta,Levi,Mehta,0.0,9
2813,13111,AW00013111,13050.0,Hannah Butler,Hannah,Butler,0.0,9
2814,13112,AW00013112,4798.0,Bianca Gao,Bianca,Gao,2.0,9
2815,13113,AW00013113,3948.0,Bryant Sanchez,Bryant,Sanchez,1.0,9
2816,13114,AW00013114,5847.0,Claudia Zhang,Claudia,Zhang,1.0,9
2817,13115,AW00013115,6599.0,Clarence Wu,Clarence,Wu,2.0,9
2818,13116,AW00013116,6782.0,Tyrone Diaz,Tyrone,Diaz,2.0,9
2819,13117,AW00013117,3127.0,Evelyn Rodriguez,Evelyn,Rodriguez,2.0,9
2820,13118,AW00013118,2838.0,Sydney Cook,Sydney,Cook,0.0,9
2821,13119,AW00013119,12945.0,Jaclyn Guo,Jaclyn,Guo,0.0,9
2822,13120,AW00013120,7904.0,Levi Weber,Levi,Weber,2.0,9
2823,13121,AW00013121,6130.0,Latasha Jimenez,Latasha,Jimenez,0.0,9
2824,13122,AW00013122,8510.0,Catherine Cox,Catherine,Cox,0.0,9
2825,13123,AW00013123,12142.0,Kelli Raji,Kelli,Raji,0.0,9
2826,13124,AW00013124,3854.0,Marco Vance,Marco,Vance,1.0,9
2827,13125,AW00013125,12513.0,Alejandro Hu,Alejandro,Hu,1.0,9
2828,13126,AW00013126,3421.0,Lydia Suri,Lydia,Suri,0.0,9
2829,13127,AW00013127,19390.0,Shane Fernandez,Shane,Fernandez,2.0,9
2830,13128,AW00013128,12250.0,Colleen West,Colleen,West,0.0,9
2831,13129,AW00013129,14247.0,Joy Ramos,Joy,Ramos,0.0,9
2832,13130,AW00013130,4459.0,Dalton Miller,Dalton,Miller,0.0,9
2833,13131,AW00013131,13406.0,Briana Diaz,Briana,Diaz,2.0,9
2834,13132,AW00013132,19162.0,Casey Vazquez,Casey,Vazquez,2.0,9
2835,13133,AW00013133,4312.0,Devon Kennedy,Devon,Kennedy,1.0,9
2836,13134,AW00013134,9227.0,Sara Morgan,Sara,Morgan,0.0,9
2837,13135,AW00013135,17070.0,Johnny Rai,Johnny,Rai,0.0,9
2838,13136,AW00013136,7622.0,Virginia Martinez,Virginia,Martinez,2.0,9
2839,13137,AW00013137,7755.0,Jacqueline Simmons,Jacqueline,Simmons,0.0,9
2840,13138,AW00013138,15201.0,Teresa Alonso,Teresa,Alonso,2.0,9
2841,13139,AW00013139,7185.0,Carmen Perez,Carmen,Perez,0.0,9
2842,13140,AW00013140,2455.0,Jamie Zhu,Jamie,Zhu,0.0,9
2843,13141,AW00013141,14686.0,Walter Hernandez,Walter,Hernandez,1.0,9
2844,13142,AW00013142,4385.0,Xavier Moore,Xavier,Moore,0.0,4
2845,13143,AW00013143,12288.0,Hannah Jackson,Hannah,Jackson,0.0,6
2846,13144,AW00013144,19997.0,Destiny Stewart,Destiny,Stewart,2.0,6
2847,13145,AW00013145,8892.0,Gilbert Xu,Gilbert,Xu,0.0,2
2848,13146,AW00013146,8286.0,Gabriella Ramirez,Gabriella,Ramirez,0.0,1
2849,13147,AW00013147,3314.0,Cedric Lin,Cedric,Lin,2.0,4
2850,13148,AW00013148,18604.0,Tyler Anderson,Tyler,Anderson,0.0,6
2851,13149,AW00013149,13811.0,Linda Ferrier,Linda,Ferrier,1.0,9
2852,13150,AW00013150,12361.0,Lacey Yang,Lacey,Yang,0.0,9
2853,13151,AW00013151,17918.0,Ethan Moore,Ethan,Moore,0.0,4
2854,13152,AW00013152,3352.0,Gabrielle Butler,Gabrielle,Butler,1.0,4
2855,13153,AW00013153,16677.0,Jack Hill,Jack,Hill,0.0,1
2856,13154,AW00013154,5527.0,Aaron Lal,Aaron,Lal,0.0,1
2857,13155,AW00013155,10335.0,Jay Gutierrez,Jay,Gutierrez,0.0,9
2858,13156,AW00013156,20292.0,Bradley Lal,Bradley,Lal,2.0,9
2859,13157,AW00013157,15281.0,Heidi Gonzalez,Heidi,Gonzalez,0.0,9
2860,13158,AW00013158,16282.0,Casey Xu,Casey,Xu,0.0,9
2861,13159,AW00013159,14824.0,Roberto Ramos,Roberto,Ramos,2.0,9
2862,13160,AW00013160,13382.0,Willie Xu,Willie,Xu,0.0,9
2863,13161,AW00013161,17312.0,Jose Moore,Jose,Moore,0.0,1
2864,13162,AW00013162,4463.0,Nina Nath,Nina,Nath,0.0,4
2865,13163,AW00013163,17229.0,Noah Lopez,Noah,Lopez,0.0,4
2866,13164,AW00013164,19319.0,Olivia Ward,Olivia,Ward,2.0,4
2867,13165,AW00013165,3786.0,Wyatt Walker,Wyatt,Walker,2.0,4
2868,13166,AW00013166,5773.0,Kyle Chen,Kyle,Chen,1.0,4
2869,13167,AW00013167,16790.0,Mario Tang,Mario,Tang,1.0,4
2870,13168,AW00013168,13019.0,Hannah Price,Hannah,Price,0.0,4
2871,13169,AW00013169,5565.0,Caleb Griffin,Caleb,Griffin,2.0,1
2872,13170,AW00013170,15440.0,Sebastian Reed,Sebastian,Reed,2.0,4
2873,13171,AW00013171,8686.0,Catherine Torres,Catherine,Torres,2.0,4
2874,13172,AW00013172,20760.0,Isabella Cook,Isabella,Cook,0.0,1
2875,13173,AW00013173,14165.0,Dalton Brooks,Dalton,Brooks,0.0,1
2876,13174,AW00013174,8988.0,Gabriella Morris,Gabriella,Morris,1.0,1
2877,13175,AW00013175,17278.0,Noah Smith,Noah,Smith,2.0,6
2878,13176,AW00013176,4166.0,Kurt Chander,Kurt,Chander,0.0,4
2879,13177,AW00013177,3542.0,Taylor Rogers,Taylor,Rogers,0.0,1
2880,13178,AW00013178,19110.0,Megan Gray,Megan,Gray,2.0,1
2881,13179,AW00013179,15272.0,Adrian Sanchez,Adrian,Sanchez,2.0,6
2882,13180,AW00013180,18543.0,Leslie Sanz,Leslie,Sanz,1.0,1
2883,13181,AW00013181,14949.0,Brian Morgan,Brian,Morgan,1.0,4
2884,13182,AW00013182,13492.0,Jeremy Bennett,Jeremy,Bennett,2.0,1
2885,13183,AW00013183,6754.0,Christian Jenkins,Christian,Jenkins,0.0,1
2886,13184,AW00013184,4128.0,Miguel Perez,Miguel,Perez,1.0,1
2887,13185,AW00013185,18418.0,William Lee,William,Lee,1.0,6
2888,13186,AW00013186,14266.0,Marcus Sanders,Marcus,Sanders,0.0,4
2889,13187,AW00013187,17200.0,Evan Wright,Evan,Wright,0.0,4
2890,13188,AW00013188,18602.0,Anthony Davis,Anthony,Davis,0.0,1
2891,13189,AW00013189,16433.0,Gloria Romero,Gloria,Romero,0.0,4
2892,13190,AW00013190,6425.0,Jonathan Diaz,Jonathan,Diaz,0.0,4
2893,13191,AW00013191,11886.0,Emma Rodriguez,Emma,Rodriguez,0.0,4
2894,13192,AW00013192,17203.0,Hunter Martinez,Hunter,Martinez,1.0,4
2895,13193,AW00013193,15617.0,Kevin Evans,Kevin,Evans,0.0,4
2896,13194,AW00013194,16403.0,Kevin Carter,Kevin,Carter,2.0,4
2897,13195,AW00013195,5491.0,Aaron Perry,Aaron,Perry,0.0,4
2898,13196,AW00013196,8053.0,Kimberly Sanders,Kimberly,Sanders,0.0,1
2899,13197,AW00013197,10798.0,Katherine Smith,Katherine,Smith,0.0,6
2900,13198,AW00013198,20263.0,Cindy Gray,Cindy,Gray,0.0,6
2901,13199,AW00013199,15816.0,Timothy Stewart,Timothy,Stewart,0.0,6
2902,13200,AW00013200,12089.0,Jessica Miller,Jessica,Miller,1.0,4
2903,13201,AW00013201,18985.0,Nicholas Davis,Nicholas,Davis,0.0,6
2904,13202,AW00013202,18749.0,Natasha Romero,Natasha,Romero,0.0,4
2905,13203,AW00013203,8717.0,Bailey Bell,Bailey,Bell,2.0,1
2906,13204,AW00013204,9815.0,Savannah Parker,Savannah,Parker,0.0,4
2907,13205,AW00013205,7706.0,Jerome Torres,Jerome,Torres,0.0,4
2908,13206,AW00013206,13003.0,Emily Flores,Emily,Flores,1.0,6
2909,13207,AW00013207,2622.0,Kenneth Rai,Kenneth,Rai,0.0,4
2910,13208,AW00013208,6841.0,Cassidy Bryant,Cassidy,Bryant,0.0,4
2911,13209,AW00013209,8871.0,Alexandria Bailey,Alexandria,Bailey,1.0,6
2912,13210,AW00013210,6503.0,Ethan Simmons,Ethan,Simmons,0.0,4
2913,13211,AW00013211,6398.0,James Jai,James,Jai,0.0,1
2914,13212,AW00013212,16069.0,Logan Phillips,Logan,Phillips,0.0,4
2915,13213,AW00013213,10516.0,Courtney King,Courtney,King,1.0,1
2916,13214,AW00013214,16858.0,Elijah Adams,Elijah,Adams,0.0,1
2917,13215,AW00013215,12323.0,Colleen Sharma,Colleen,Sharma,2.0,4
2918,13216,AW00013216,10005.0,Mary Mitchell,Mary,Mitchell,0.0,4
2919,13217,AW00013217,13346.0,Julian Alexander,Julian,Alexander,0.0,6
2920,13218,AW00013218,7349.0,Melissa Bryant,Melissa,Bryant,0.0,4
2921,13219,AW00013219,12864.0,Rafael Shan,Rafael,Shan,0.0,4
2922,13220,AW00013220,10427.0,Isabella Hernandez,Isabella,Hernandez,1.0,4
2923,13221,AW00013221,10871.0,Madeline Hall,Madeline,Hall,0.0,4
2924,13222,AW00013222,9789.0,Arturo Liu,Arturo,Liu,0.0,6
2925,13223,AW00013223,17330.0,Noah Lee,Noah,Lee,1.0,4
2926,13224,AW00013224,3019.0,Amanda Brooks,Amanda,Brooks,2.0,1
2927,13225,AW00013225,18401.0,Jésus Suarez,Jésus,Suarez,2.0,4
2928,13226,AW00013226,10012.0,Jenna Mitchell,Jenna,Mitchell,1.0,1
2929,13227,AW00013227,18270.0,Alexander Wilson,Alexander,Wilson,1.0,4
2930,13228,AW00013228,1725.0,Thomas Sanchez,Thomas,Sanchez,0.0,4
2931,13229,AW00013229,6986.0,Dylan Wang,Dylan,Wang,2.0,1
2932,13230,AW00013230,20321.0,Chloe Bryant,Chloe,Bryant,0.0,1
2933,13231,AW00013231,7099.0,Alexia Ross,Alexia,Ross,1.0,6
2934,13232,AW00013232,10320.0,Kaitlyn Baker,Kaitlyn,Baker,0.0,1
2935,13233,AW00013233,13774.0,Richard Coleman,Richard,Coleman,1.0,1
2936,13234,AW00013234,17286.0,Robert Lewis,Robert,Lewis,1.0,1
2937,13235,AW00013235,17712.0,Jonathan Robinson,Jonathan,Robinson,0.0,1
2938,13236,AW00013236,6176.0,Robert Wang,Robert,Wang,2.0,4
2939,13237,AW00013237,15845.0,Devin Stewart,Devin,Stewart,1.0,4
2940,13238,AW00013238,18232.0,John Williams,John,Williams,0.0,4
2941,13239,AW00013239,18835.0,Matthew Thomas,Matthew,Thomas,0.0,6
2942,13240,AW00013240,13610.0,Blake Foster,Blake,Foster,0.0,4
2943,13241,AW00013241,2704.0,Natalie Ward,Natalie,Ward,2.0,6
2944,13242,AW00013242,5777.0,Kyle Yang,Kyle,Yang,0.0,4
2945,13243,AW00013243,11526.0,Alyssa Davis,Alyssa,Davis,2.0,1
2946,13244,AW00013244,5680.0,Jose Sharma,Jose,Sharma,1.0,1
2947,13245,AW00013245,16776.0,Angel Scott,Angel,Scott,1.0,1
2948,13246,AW00013246,10053.0,Hailey Perez,Hailey,Perez,0.0,4
2949,13247,AW00013247,7045.0,Zachary Chen,Zachary,Chen,1.0,4
2950,13248,AW00013248,11239.0,Isabella Martinez,Isabella,Martinez,2.0,1
2951,13249,AW00013249,6549.0,Ryan Perry,Ryan,Perry,0.0,6
2952,13250,AW00013250,10519.0,Jordan King,Jordan,King,1.0,4
2953,13251,AW00013251,19458.0,Raymond Malhotra,Raymond,Malhotra,1.0,10
2954,13252,AW00013252,4791.0,Bianca Lu,Bianca,Lu,2.0,10
2955,13253,AW00013253,4484.0,Carly Xie,Carly,Xie,1.0,10
2956,13254,AW00013254,6058.0,Beth Gomez,Beth,Gomez,1.0,10
2957,13255,AW00013255,14866.0,Lance Blanco,Lance,Blanco,0.0,8
2958,13256,AW00013256,17972.0,Abby Subram,Abby,Subram,0.0,8
2959,13257,AW00013257,12446.0,Jon Chander,Jon,Chander,0.0,8
2960,13258,AW00013258,14374.0,Anne Dominguez,Anne,Dominguez,0.0,8
2961,13259,AW00013259,15864.0,Allen Garcia,Allen,Garcia,0.0,8
2962,13260,AW00013260,6367.0,James Flores,James,Flores,0.0,8
2963,13261,AW00013261,20666.0,Lindsey Andersen,Lindsey,Andersen,0.0,8
2964,13262,AW00013262,9471.0,Jaime Nara,Jaime,Nara,1.0,10
2965,13263,AW00013263,4627.0,Kate Anand,Kate,Anand,1.0,7
2966,13264,AW00013264,9531.0,Melanie Sanchez,Melanie,Sanchez,2.0,8
2967,13265,AW00013265,16884.0,Luke Adams,Luke,Adams,0.0,8
2968,13266,AW00013266,6023.0,Samuel Wang,Samuel,Wang,2.0,4
2969,13267,AW00013267,18828.0,Matthew Moore,Matthew,Moore,0.0,6
2970,13268,AW00013268,9782.0,Katherine Parker,Katherine,Parker,2.0,6
2971,13269,AW00013269,11362.0,Rachel Martin,Rachel,Martin,0.0,1
2972,13270,AW00013270,16237.0,Mason Baker,Mason,Baker,0.0,6
2973,13271,AW00013271,17996.0,Ryan Anderson,Ryan,Anderson,0.0,6
2974,13272,AW00013272,9844.0,Jordan Gonzalez,Jordan,Gonzalez,0.0,1
2975,13273,AW00013273,11934.0,Elizabeth Lee,Elizabeth,Lee,0.0,4
2976,13274,AW00013274,18805.0,Joshua Lee,Joshua,Lee,1.0,1
2977,13275,AW00013275,15066.0,Carlos Murphy,Carlos,Murphy,0.0,1
2978,13276,AW00013276,12458.0,Sarah Johnson,Sarah,Johnson,2.0,1
2979,13277,AW00013277,17792.0,Nathan Brown,Nathan,Brown,0.0,1
2980,13278,AW00013278,18326.0,Jorge Hu,Jorge,Hu,2.0,4
2981,13279,AW00013279,19716.0,Rachel Howard,Rachel,Howard,0.0,4
2982,13280,AW00013280,10299.0,Bailey Adams,Bailey,Adams,0.0,1
2983,13281,AW00013281,17989.0,Brent Li,Brent,Li,2.0,4
2984,13282,AW00013282,13067.0,Madison Price,Madison,Price,0.0,4
2985,13283,AW00013283,12976.0,Dakota Griffin,Dakota,Griffin,1.0,1
2986,13284,AW00013284,19457.0,Victoria Butler,Victoria,Butler,0.0,6
2987,13285,AW00013285,16566.0,Kara Chavez,Kara,Chavez,2.0,6
2988,13286,AW00013286,12303.0,Hannah Rodriguez,Hannah,Rodriguez,0.0,1
2989,13287,AW00013287,18454.0,Brandon Rodriguez,Brandon,Rodriguez,1.0,4
2990,13288,AW00013288,16588.0,Jackson Lopez,Jackson,Lopez,0.0,4
2991,13289,AW00013289,7608.0,Alexandria Coleman,Alexandria,Coleman,0.0,6
2992,13290,AW00013290,16175.0,Jordan Campbell,Jordan,Campbell,0.0,6
2993,13291,AW00013291,4426.0,Nina Xu,Nina,Xu,0.0,3
2994,13292,AW00013292,15242.0,Paula Carlson,Paula,Carlson,2.0,1
2995,13293,AW00013293,11558.0,Barbara Lu,Barbara,Lu,0.0,4
2996,13294,AW00013294,6827.0,Cassidy Hughes,Cassidy,Hughes,1.0,1
2997,13295,AW00013295,11401.0,Jasmine Jackson,Jasmine,Jackson,1.0,1
2998,13296,AW00013296,4310.0,Seth Anderson,Seth,Anderson,1.0,4
2999,13297,AW00013297,10980.0,Arthur Rubio,Arthur,Rubio,2.0,4
3000,13298,AW00013298,11599.0,Anna Harris,Anna,Harris,1.0,4
3001,13299,AW00013299,7397.0,Vanessa Ross,Vanessa,Ross,1.0,4
3002,13300,AW00013300,17072.0,Timothy Hernandez,Timothy,Hernandez,0.0,1
3003,13301,AW00013301,9480.0,Angela Stewart,Angela,Stewart,0.0,1
3004,13302,AW00013302,14345.0,Cole Torres,Cole,Torres,1.0,4
3005,13303,AW00013303,17707.0,Jonathan Martinez,Jonathan,Martinez,2.0,6
3006,13304,AW00013304,8169.0,Sara Peterson,Sara,Peterson,0.0,1
3007,13305,AW00013305,12807.0,Oscar Alexander,Oscar,Alexander,0.0,1
3008,13306,AW00013306,20575.0,Kaitlyn Cox,Kaitlyn,Cox,0.0,4
3009,13307,AW00013307,9465.0,Michelle Stone,Michelle,Stone,0.0,4
3010,13308,AW00013308,10483.0,Kaitlyn King,Kaitlyn,King,1.0,1
3011,13309,AW00013309,8065.0,Angela Sanders,Angela,Sanders,0.0,4
3012,13310,AW00013310,13543.0,Miguel Barnes,Miguel,Barnes,0.0,1
3013,13311,AW00013311,20759.0,Isabella Reed,Isabella,Reed,2.0,1
3014,13312,AW00013312,2729.0,Natalie Jenkins,Natalie,Jenkins,2.0,4
3015,13313,AW00013313,19164.0,Megan Stone,Megan,Stone,0.0,4
3016,13314,AW00013314,16940.0,Jordan Hernandez,Jordan,Hernandez,2.0,4
3017,13315,AW00013315,4787.0,Lucas Thomas,Lucas,Thomas,0.0,4
3018,13316,AW00013316,15193.0,Angel Rivera,Angel,Rivera,0.0,4
3019,13317,AW00013317,13515.0,Jeremiah Long,Jeremiah,Long,1.0,4
3020,13318,AW00013318,10062.0,Amber Perez,Amber,Perez,0.0,6
3021,13319,AW00013319,14873.0,Charles Howard,Charles,Howard,1.0,1
3022,13320,AW00013320,11387.0,Jasmine Jones,Jasmine,Jones,1.0,4
3023,13321,AW00013321,7693.0,Arianna Barnes,Arianna,Barnes,0.0,1
3024,13322,AW00013322,12674.0,Elizabeth Patterson,Elizabeth,Patterson,1.0,1
3025,13323,AW00013323,16901.0,Adam Adams,Adam,Adams,1.0,4
3026,13324,AW00013324,20206.0,Florian Stiller,Florian,Stiller,1.0,4
3027,13325,AW00013325,4648.0,Marcus Wright,Marcus,Wright,2.0,4
3028,13326,AW00013326,16023.0,Bob Fernandez,Bob,Fernandez,2.0,4
3029,13327,AW00013327,7530.0,Isabelle Russell,Isabelle,Russell,1.0,1
3030,13328,AW00013328,14921.0,Albert Serrano,Albert,Serrano,1.0,6
3031,13329,AW00013329,5385.0,Jake Wang,Jake,Wang,2.0,4
3032,13330,AW00013330,3275.0,Maria Patterson,Maria,Patterson,2.0,6
3033,13331,AW00013331,19072.0,Lauren Diaz,Lauren,Diaz,1.0,4
3034,13332,AW00013332,6849.0,Neil Alonso,Neil,Alonso,2.0,4
